id,slice,x,y,throughput(Kbps),allocatedCell
963,2,9,19,100.0,0
964,2,75,45,159.0,0
965,2,36,9,187.0,0
966,3,46,82,27194.0,0
967,2,98,15,122.0,0
968,2,41,36,46.0,0
969,4,77,75,3085.0,0
970,4,8,72,4835.0,0
971,4,79,29,6018.0,0
972,4,13,21,5856.0,0
973,1,63,46,189.0,0
974,4,45,3,4901.0,0
975,3,14,95,21125.0,0
976,2,52,14,226.0,0
977,2,49,39,235.0,0
978,2,42,16,72.0,0
979,2,48,30,271.0,0
980,1,84,96,111.0,0
981,1,52,63,155.0,0
982,1,20,52,94.0,0
983,1,79,16,94.0,0
984,4,21,92,4734.0,0
985,1,78,76,124.0,0
986,4,86,64,6663.0,0
987,3,40,35,62107.0,0
988,4,3,75,5427.0,0
989,3,16,99,22502.0,0
990,3,77,56,25339.0,0
991,1,25,46,103.0,0
992,1,74,10,191.0,0
993,3,65,8,66564.0,0
994,2,10,62,143.0,0
995,2,14,72,115.0,0
996,4,42,95,3122.0,0
997,1,39,19,180.0,0
998,1,90,72,147.0,0
999,3,83,85,28667.0,0
1000,1,50,15,167.0,0
